1,1,119.58,332.29,139.79000000000002,62.31999999999999,1,1,1.0
1,2,209.68,247.24,91.79000000000002,44.629999999999995,1,1,1.0
1,3,733.47,267.45,73.23000000000002,38.75,1,1,1.0
2,1,97.68,335.66,139.79,62.31999999999999,1,1,1.0
2,2,209.68,247.24,91.79000000000002,44.629999999999995,1,1,1.0
2,3,721.68,269.14,73.23000000000002,38.74000000000001,1,1,1.0
3,1,71.6,339.03,145.66,63.170000000000016,1,1,1.0
3,2,209.68,247.24,91.79000000000002,44.629999999999995,1,1,1.0
3,3,708.21,268.3,73.23000000000002,42.94999999999999,1,1,1.0
4,1,48.86,344.08,145.67000000000002,63.170000000000016,1,1,1.0
4,2,209.68,247.24,91.79000000000002,44.629999999999995,1,1,1.0
4,3,690.53,270.83,78.26999999999998,42.94999999999999,1,1,1.0
5,1,21.07,348.3,149.83,63.15999999999997,1,1,1.0
5,2,209.68,247.24,91.79000000000002,44.629999999999995,1,1,1.0
5,3,676.21,274.19,78.26999999999998,42.95999999999998,1,1,1.0
6,1,0.02,350.82,149.82999999999998,63.170000000000016,1,1,1.0
6,2,209.68,247.24,91.79000000000002,44.629999999999995,1,1,1.0
6,3,663.58,273.35,78.26999999999998,42.95999999999998,1,1,1.0
7,1,0.02,354.2,127.98,68.19999999999999,1,1,1.0
7,2,209.68,247.24,91.79000000000002,44.629999999999995,1,1,1.0
7,3,646.7,275.04,85.88999999999999,44.65999999999997,1,1,1.0
8,1,0.02,354.2,104.38000000000001,75.80000000000001,1,1,1.0
8,2,209.68,247.24,91.79000000000002,44.629999999999995,1,1,1.0
8,3,633.23,278.41,85.88999999999999,44.65999999999997,1,1,1.0
9,1,0.02,361.8,78.38000000000001,64.80000000000001,1,1,1.0
9,2,209.68,247.24,91.79000000000002,44.629999999999995,1,1,1.0
9,3,620.59,280.93,85.88999999999999,44.65999999999997,1,1,1.0
10,1,0.02,361.8,55.68,64.80000000000001,1,1,1.0
10,2,209.68,247.24,91.79000000000002,44.629999999999995,1,1,1.0
10,3,601.23,283.46,85.88999999999999,44.660000000000025,1,1,1.0
11,1,0.02,380.3,27.080000000000002,51.39999999999998,1,1,1.0
11,2,209.68,247.24,91.79000000000002,44.629999999999995,1,1,1.0
11,3,588.6,285.14,85.88999999999999,44.670000000000016,1,1,1.0
12,2,209.68,247.24,91.79000000000002,44.629999999999995,1,1,1.0
12,3,574.28,285.98,85.88999999999999,44.66999999999996,1,1,1.0
13,2,209.68,247.24,91.79000000000002,44.629999999999995,1,1,1.0
13,3,559.12,287.67,85.88999999999999,44.65999999999997,1,1,1.0
14,2,209.68,247.24,91.79000000000002,44.629999999999995,1,1,1.0
14,3,544.81,291.88,85.8900000000001,44.660000000000025,1,1,1.0
15,2,209.68,247.24,91.79000000000002,44.629999999999995,1,1,1.0
15,3,528.0,294.41,88.39999999999998,48.089999999999975,1,1,1.0
16,2,209.68,247.24,91.79000000000002,44.629999999999995,1,1,1.0
16,3,511.16,296.09,93.44,48.09000000000003,1,1,1.0
17,2,209.68,247.24,91.79000000000002,44.629999999999995,1,1,1.0
17,3,492.63,299.46,93.44000000000005,48.09000000000003,1,1,1.0
18,2,209.68,247.24,91.79000000000002,44.629999999999995,1,1,1.0
18,3,472.42,300.3,98.47999999999996,48.099999999999966,1,1,1.0
19,2,209.68,247.24,91.79000000000002,44.629999999999995,1,1,1.0
19,3,452.21,301.98,104.39000000000004,55.71999999999997,1,1,1.0
20,2,209.68,247.24,91.79000000000002,44.629999999999995,1,1,1.0
20,3,438.74,304.51,104.38999999999999,55.72000000000003,1,1,1.0
21,2,209.68,247.24,91.79000000000002,44.629999999999995,1,1,1.0
21,3,422.74,307.04,104.38999999999999,55.70999999999998,1,1,1.0
22,2,209.68,247.24,91.79000000000002,44.629999999999995,1,1,1.0
22,3,403.37,310.4,106.02999999999997,55.72000000000003,1,1,1.0
23,2,209.68,247.24,91.79000000000002,44.629999999999995,1,1,1.0
23,3,386.53,312.93,106.03000000000003,55.71999999999997,1,1,1.0
24,2,209.68,247.24,91.79000000000002,44.629999999999995,1,1,1.0
24,3,368.0,317.14,106.02999999999997,55.72000000000003,1,1,1.0
25,2,209.68,247.24,91.79000000000002,44.629999999999995,1,1,1.0
25,3,347.79,320.51,110.20999999999998,59.889999999999986,1,1,1.0
26,2,209.68,247.24,91.79000000000002,44.629999999999995,1,1,1.0
26,3,326.74,321.3,115.25999999999999,63.31,1,1,1.0
27,2,209.68,247.24,91.79000000000002,44.629999999999995,1,1,1.0
